Constraints(%),algorithm,ACC,Purity,F-1,ARI,NMI,RI,cost,runtime
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.5734844,0.74197465,0.5784572,0.9960676,0.29184487,0.64970505,2.146212,6.86E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.5734844,0.74197465,0.5784572,0.9960676,0.29184487,0.64970505,2.146212,6.87E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.37E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.32E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.36E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.25E+11
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.63E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.33E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.70E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.59E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.27E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.37E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.39E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.25E+11
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.67E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.62E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.64E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.37E+09
4%,this work,0.6019838,0.8247808,0.6031278,0.9958015,0.36882,0.70057696,2.168457,1.24E+11
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.56E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.55E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.57E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.56E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.51E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.48E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.59E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.52E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.49E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.62E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.25E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.55E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.50E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.59E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.51E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.57E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.55E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.33E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.85E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.24E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.32E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.55E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.56E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.52E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.59E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.33E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.54E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.60E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.56E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.37E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.35E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.55E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.27E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.51E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.52E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.37E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.34E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.51E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.58E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.36E+09
4%,this work,0.62445045,0.7987033,0.614236,0.99609834,0.35323042,0.69946766,2.230759,7.53E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.31E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.59E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.49E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.62E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.38E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.50E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.33E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.38E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.54E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.32E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.31E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.70315826,0.8008779,0.70998,0.9976818,0.33757505,0.7186596,2.099284,3.35E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.50E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.31E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.61E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.6204678,0.7887844,0.5920427,0.9962105,0.38633826,0.65974426,2.2309036,3.60E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.54E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.39E+09
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.60E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,5.08E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.69E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.61E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.29E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.74E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.04E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.31E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.07E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.59E+09
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.72E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.68E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.28E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.61E+09
4%,this work,0.59085655,0.8033103,0.60574687,0.99608237,0.36471245,0.68873495,2.2135818,6.30E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.07E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.68E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.38E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.69E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.61E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.36E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.56E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.38E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.59E+09
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.79E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.06E+10
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.40E+09
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.73E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.07E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.55E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.78E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.39E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.61E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.71E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.41E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.53E+09
4%,this work,0.6178951,0.8313625,0.60766137,0.9958922,0.412298,0.70186645,2.1690617,6.68E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.05E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.71E+09
4%,this work,0.5812568,0.83682346,0.6030336,0.9957809,0.39774045,0.7014606,2.1258535,4.38E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.52E+09
4%,this work,0.6134021,0.82421964,0.61647445,0.9961386,0.40411636,0.7001974,2.1071186,3.04E+10
4%,this work,0.61823183,0.7922532,0.598528,0.9959446,0.37716612,0.68693715,2.1690617,4.70E+09
4%,this work,0.51629627,0.73717654,0.5653827,0.9958483,0.2801298,0.64596325,2.0008876,4.51E+09
