Constraints(%),algorithm,ACC,Purity,F-1,ARI,NMI,RI,cost,runtime
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.27E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.40E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.56E+10
4%,matching,0.54708594,0.7018798,0.5663653,0.99608886,0.27015644,0.628734,2.0797155,2.19E+10
4%,matching,0.5584955,0.7046559,0.5593725,0.99594736,0.25884834,0.6293079,2.1992006,3.47E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.53E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.42E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.66E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.55E+10
4%,matching,0.5335807,0.7055766,0.5572213,0.9958828,0.2539633,0.6310318,2.1992006,3.42E+10
4%,matching,0.5311326,0.68951446,0.5627297,0.99611104,0.2729832,0.62071675,2.0797155,2.18E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.58E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.63E+10
4%,matching,0.5677796,0.7790251,0.5817904,0.9957741,0.3349468,0.67396724,2.1992006,3.47E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.82E+10
4%,matching,0.52232546,0.7003418,0.55426097,0.9958787,0.2578082,0.6267345,2.1991131,3.09E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.41E+10
4%,matching,0.5311326,0.68951446,0.5627297,0.99611104,0.2729832,0.62071675,2.0797155,2.19E+10
4%,matching,0.538463,0.7051469,0.56976056,0.99606645,0.26349047,0.63612825,2.1991131,3.58E+10
4%,matching,0.61225873,0.79485923,0.59434205,0.9959191,0.35717955,0.6827029,2.0797155,2.22E+10
4%,matching,0.5480172,0.70523113,0.5595804,0.9959122,0.2558331,0.63242227,2.1992006,4.07E+10
4%,matching,0.5313027,0.71394527,0.55853385,0.9958349,0.26311368,0.63665444,1.9138434,8.48E+10
4%,matching,0.5311326,0.68951446,0.5627297,0.99611104,0.2729832,0.62071675,2.0797155,2.22E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.55E+10
4%,matching,0.54708594,0.7018798,0.5663653,0.99608886,0.27015644,0.628734,2.0797155,2.20E+10
4%,matching,0.5332405,0.7227436,0.57016253,0.99603575,0.27576396,0.63925713,2.1991131,3.58E+10
4%,matching,0.5330476,0.69099104,0.5654902,0.99613893,0.269542,0.6228056,2.0797155,2.19E+10
4%,matching,0.6701817,0.7940122,0.6953854,0.9974062,0.32421598,0.72426283,1.8058348,8.09E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.54E+10
4%,matching,0.5311326,0.68951446,0.5627297,0.99611104,0.2729832,0.62071675,2.0797155,2.18E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,7.92E+10
4%,matching,0.59580725,0.7929564,0.5928583,0.9958621,0.35554567,0.68394786,2.1992006,3.46E+10
4%,matching,0.5381456,0.71068686,0.57165945,0.99602115,0.26665723,0.64274716,2.1991131,3.61E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.46E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.45E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.55E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.57E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.43E+10
4%,matching,0.52635896,0.7043753,0.554903,0.9958615,0.25990832,0.62908554,2.1991131,3.57E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.28E+10
4%,matching,0.5199422,0.7065253,0.5693357,0.99605376,0.27241972,0.6364906,2.1991131,3.56E+10
4%,matching,0.55315554,0.773222,0.57560146,0.99559736,0.31419256,0.6754014,2.1992006,3.42E+10
4%,matching,0.5270131,0.7074057,0.5585057,0.99590486,0.26194623,0.6313164,2.1991131,3.47E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.31E+10
4%,matching,0.6842288,0.7891351,0.699,0.99746567,0.32157856,0.7243341,1.9138434,8.91E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.45E+10
4%,matching,0.6040514,0.8160246,0.6011072,0.99581,0.3899796,0.69757277,2.1265826,4.06E+10
4%,matching,0.557424,0.7135612,0.5619326,0.99590397,0.2646407,0.63669497,2.1992006,3.43E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.67E+10
4%,matching,0.58332795,0.78114,0.59326506,0.99585825,0.34269688,0.68471175,2.1265826,4.08E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.39E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.50E+10
4%,matching,0.6221075,0.77228206,0.6067133,0.9962845,0.377294,0.67667395,2.1265826,3.84E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,5.96E+10
4%,matching,0.6372612,0.77228206,0.6213087,0.996482,0.38123515,0.6841822,2.126673,1.37E+10
4%,matching,0.6050054,0.7958097,0.59695494,0.9958992,0.36092392,0.6873821,2.1992006,3.47E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.42E+10
4%,matching,0.60640836,0.7916552,0.6081357,0.9961522,0.38832572,0.68775463,2.1265826,4.12E+10
4%,matching,0.5313027,0.71394527,0.55853385,0.9958349,0.26311368,0.63665444,1.9138434,8.27E+10
4%,matching,0.6959821,0.79108,0.7211705,0.9975575,0.3458434,0.75461996,2.2304344,6.17E+10
4%,matching,0.69951755,0.7911694,0.7215504,0.9975631,0.34628332,0.7547357,2.2304344,1.83E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.14E+10
4%,matching,0.55717677,0.73359543,0.56202936,0.9958804,0.27702558,0.63860655,2.1992006,3.41E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.02E+10
4%,matching,0.55627537,0.7046489,0.5577971,0.9959324,0.25926003,0.62801814,2.1992006,3.42E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.32E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,7.77E+10
4%,matching,0.5898815,0.7936474,0.59100467,0.99584424,0.35773715,0.6824541,2.1992006,3.52E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.03E+10
4%,matching,0.5676095,0.709205,0.57424116,0.9961396,0.26341358,0.63722384,2.1992006,1.74E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.31E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.03E+10
4%,matching,0.5584955,0.7046559,0.5593725,0.99594736,0.25884834,0.6293079,2.1992006,3.39E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.42E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.11E+10
4%,matching,0.6959821,0.79108,0.7211705,0.9975575,0.3458434,0.75461996,2.2304344,6.35E+10
4%,matching,0.58174783,0.7892298,0.58730716,0.99581915,0.34956914,0.6788783,2.1992006,3.46E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,3.89E+10
4%,matching,0.572839,0.78190464,0.58369195,0.9957848,0.3392954,0.67593426,2.1992006,3.45E+10
4%,matching,0.5834261,0.78306735,0.59289056,0.99582577,0.34304443,0.68600225,2.1265826,3.97E+10
4%,matching,0.6959821,0.79108,0.7211705,0.9975575,0.3458434,0.75461996,2.2304344,6.27E+10
4%,matching,0.5313027,0.71394527,0.55853385,0.9958349,0.26311368,0.63665444,1.9138434,8.73E+10
4%,matching,0.5698139,0.79501003,0.58895683,0.9958399,0.3477059,0.679933,2.0900667,2.86E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.05E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.33E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.6062295,0.77333426,0.60489565,0.99618536,0.37613866,0.6809255,2.1265826,4.32E+10
4%,matching,0.64065635,0.7473129,0.65546346,0.99731064,0.2440567,0.65611726,1.9138434,8.35E+10
4%,matching,0.58161104,0.80095685,0.59009314,0.9958414,0.3568692,0.6813865,2.0900667,2.90E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.19E+10
4%,matching,0.73975444,0.8367832,0.7376567,0.99768895,0.39102602,0.77037615,2.2304344,6.32E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.92E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.21E+10
4%,matching,0.6839938,0.78878963,0.6986969,0.9974642,0.3210605,0.72393686,1.9138434,8.14E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.32E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.89E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.17E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.90E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.00E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.22E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,3.04E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.95E+10
4%,matching,0.59982675,0.7804508,0.60523206,0.9961506,0.37994194,0.68371284,2.1265826,4.18E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.27E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.90E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.16E+10
4%,matching,0.5805571,0.78140134,0.5887892,0.9958829,0.3420237,0.6772028,2.0900667,3.03E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.30E+10
4%,matching,0.5987289,0.8124225,0.59410447,0.9956935,0.3873474,0.6943805,2.1265826,4.23E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.62E+10
4%,matching,0.58022213,0.78150654,0.5888411,0.99588054,0.34130117,0.6774144,2.0900667,2.87E+10
4%,matching,0.5815269,0.8009779,0.5902185,0.99584013,0.3571224,0.6816246,2.0900667,2.86E+10
4%,matching,0.5694439,0.78706926,0.59334314,0.9958072,0.32359254,0.6876053,2.2304344,6.37E+10
4%,matching,0.61354417,0.77165776,0.6028039,0.9961292,0.37389347,0.6816206,2.1265826,7.14E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.11E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.85E+10
4%,matching,0.60645044,0.77333426,0.6049545,0.99618614,0.37622625,0.6809604,2.1265826,4.25E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.26E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.88E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.18E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.25E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.69149965,0.7398246,0.671282,0.99752605,0.28618485,0.6561681,2.2304344,6.45E+10
4%,matching,0.5314395,0.70856136,0.565385,0.9959378,0.26753932,0.6394382,2.1037428,1.69E+10
4%,matching,0.60324293,0.76396775,0.59631693,0.9960169,0.3551168,0.6795501,2.1265826,3.97E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.85E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.07E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.33E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.21E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.31E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.88E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.24E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.15E+10
4%,matching,0.5816198,0.80094457,0.59007114,0.99584144,0.35684803,0.6813519,2.0900667,2.88E+10
4%,matching,0.60343933,0.77893734,0.59621096,0.9958755,0.35505277,0.6877055,2.1265826,4.15E+10
4%,matching,0.6660973,0.7763664,0.6894755,0.9974094,0.30152032,0.71283096,1.9138434,8.42E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,5.98E+10
4%,matching,0.5587516,0.79525906,0.5884577,0.9958338,0.34687698,0.6796031,2.0900667,2.87E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.17E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.25E+10
4%,matching,0.6169727,0.7728047,0.60868895,0.9962319,0.37955758,0.68331623,2.1265826,4.20E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.5764587,0.7975827,0.5811186,0.9955845,0.36146367,0.6831919,2.2304344,1.83E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.37E+10
4%,matching,0.60072285,0.782906,0.6059917,0.99614865,0.38197225,0.6849291,2.1265826,4.24E+10
4%,matching,0.58274394,0.78352505,0.5874229,0.9958654,0.34861964,0.6763561,2.0900667,2.85E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.80E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,3.98E+10
4%,matching,0.5712029,0.78364956,0.5867019,0.99586,0.34664604,0.6756841,2.0900667,2.87E+10
4%,matching,0.63111275,0.71351385,0.65347785,0.99729604,0.21484113,0.6539954,1.9138434,8.14E+10
4%,matching,0.5833174,0.78312343,0.59289366,0.99582505,0.3430648,0.68604636,2.1265826,4.47E+10
4%,matching,0.5827387,0.80575496,0.5911188,0.9958582,0.3668232,0.6818205,2.0900667,2.87E+10
4%,matching,0.6993422,0.79635334,0.7223248,0.99756444,0.3588099,0.75594515,2.2304344,6.23E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.33E+10
4%,matching,0.58274394,0.78352505,0.5874229,0.9958654,0.34861964,0.6763561,2.0900667,2.87E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.58E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.08E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.23E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.15E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.50E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.85E+10
4%,matching,0.6813738,0.78663963,0.6970157,0.9974543,0.31769523,0.7219087,1.9138434,8.20E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.12E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.87E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.36E+10
4%,matching,0.6190227,0.77228206,0.6022387,0.9962318,0.3760143,0.6737513,2.1265826,4.26E+10
4%,matching,0.57704616,0.7926513,0.58937865,0.99583995,0.35026196,0.6805012,2.0900667,2.89E+10
4%,matching,0.6122377,0.7825658,0.59912527,0.9960163,0.37469125,0.6835191,2.1265826,4.11E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.25E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.26E+10
4%,matching,0.58049744,0.7822641,0.5894131,0.99589294,0.3483562,0.6774698,2.0900667,3.36E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.29E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.85E+10
4%,matching,0.652208,0.78033507,0.7165269,0.9974933,0.30382144,0.7527814,2.2304344,6.18E+10
4%,matching,0.63717353,0.7136366,0.65354455,0.99729973,0.20987113,0.6535531,1.9138434,8.43E+10
4%,matching,0.62383837,0.78911585,0.6047957,0.9962279,0.34995717,0.67785007,2.2260947,5.27E+10
4%,matching,0.5632744,0.7829533,0.5856557,0.99584585,0.34386215,0.67508006,2.0900667,2.86E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.30E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.87E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.64E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.09E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,7.05E+10
4%,matching,0.64100885,0.7890948,0.6091406,0.9962735,0.3540645,0.6810999,2.2260947,5.21E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.86E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.31E+10
4%,matching,0.6920538,0.7942612,0.7217989,0.997548,0.34070146,0.75661886,2.2304344,6.34E+10
4%,matching,0.57835793,0.81620526,0.5912107,0.9958387,0.36854136,0.6830441,2.0900667,2.86E+10
4%,matching,0.6411632,0.7369187,0.65418214,0.99730116,0.22852235,0.65475494,1.9138434,8.92E+10
4%,matching,0.64102465,0.80347514,0.6106585,0.99626344,0.36176705,0.68404996,2.2260947,5.29E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.62E+10
4%,matching,0.6592982,0.8007376,0.69439965,0.9973987,0.3274289,0.72327393,2.0900667,6.29E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.44E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.69E+10
4%,matching,0.5583745,0.7978756,0.59416056,0.99576694,0.34948024,0.6907872,2.0900667,2.86E+10
4%,matching,0.6410194,0.78726393,0.6090353,0.9963066,0.34299797,0.67856854,2.2260947,1.74E+10
4%,matching,0.5933556,0.80516744,0.6022297,0.9958352,0.37220255,0.6977466,2.2304344,6.74E+10
4%,matching,0.57356155,0.78352505,0.5766521,0.9957016,0.34641325,0.6711316,2.0900667,2.87E+10
4%,matching,0.6163343,0.78705174,0.60167474,0.99620104,0.3370242,0.6751019,2.2260947,5.52E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.41E+10
4%,matching,0.5313027,0.71394527,0.55853385,0.9958349,0.26311368,0.63665444,1.9138434,8.22E+10
4%,matching,0.59647363,0.78726745,0.5980356,0.9961523,0.33816236,0.6731177,2.2260947,5.57E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.29E+10
4%,matching,0.68275744,0.79139566,0.69796586,0.9972898,0.33709788,0.7401811,2.2304344,6.34E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.64E+10
4%,matching,0.6840166,0.788837,0.69873613,0.99746436,0.32112634,0.72398955,1.9138434,8.19E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.24E+10
4%,matching,0.6959821,0.79108,0.7211705,0.9975575,0.3458434,0.75461996,2.2304344,6.68E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.64E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.57E+10
4%,matching,0.6185913,0.79876995,0.6151616,0.99619776,0.35716683,0.6948231,2.2260947,4.92E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.23E+10
4%,matching,0.6103051,0.78726745,0.6006211,0.9961835,0.3421278,0.67476666,2.2260947,5.53E+10
4%,matching,0.6185738,0.79820704,0.61557883,0.9962001,0.35511133,0.69526815,2.2260947,2.78E+10
4%,matching,0.69268864,0.7963902,0.7019059,0.9974898,0.32994363,0.7270352,1.9138434,8.73E+10
4%,matching,0.60202765,0.7951258,0.59830636,0.99591774,0.35347766,0.68816364,2.2081347,2.45E+10
4%,matching,0.54275435,0.6785012,0.59768033,0.9967986,0.3059708,0.6076575,2.2309036,1.66E+11
4%,matching,0.63245606,0.78708154,0.62008834,0.9962053,0.35003975,0.70123667,2.2260947,5.62E+10
4%,matching,0.6461244,0.77637696,0.7064705,0.99739933,0.30036741,0.7444843,1.9138434,7.76E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.23E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.34E+10
4%,matching,0.5599967,0.6941618,0.5825162,0.9964756,0.27716264,0.61871123,2.2309036,1.64E+11
4%,matching,0.6104752,0.78726745,0.6006611,0.996184,0.34218955,0.6747917,2.2260947,5.64E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.24E+10
4%,matching,0.6402197,0.71371377,0.65277827,0.997294,0.21092175,0.6527512,1.9138434,8.40E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.12E+10
4%,matching,0.56102264,0.7367293,0.5670274,0.9959078,0.28598168,0.6441774,2.146212,3.97E+10
4%,matching,0.603748,0.80382764,0.5999993,0.99590594,0.36033612,0.69108737,2.2081347,2.23E+10
4%,matching,0.60665387,0.7872745,0.5998104,0.9961736,0.3408545,0.6742552,2.2260947,5.24E+10
4%,matching,0.56394255,0.7542909,0.5690221,0.99587375,0.30599034,0.64957696,2.146212,4.10E+10
4%,matching,0.54275435,0.6785012,0.59768033,0.9967986,0.3059708,0.6076575,2.2309036,1.61E+11
4%,matching,0.55864286,0.7367293,0.56050473,0.9958142,0.28382686,0.64110833,2.146212,4.16E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.54E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.22E+10
4%,matching,0.55864286,0.7367293,0.56050473,0.9958142,0.28382686,0.64110833,2.146212,4.01E+10
4%,matching,0.5687757,0.68553704,0.5803749,0.996288,0.2469777,0.63416904,2.2260947,4.42E+10
4%,matching,0.56394255,0.7442123,0.56808954,0.9958805,0.29841065,0.64772224,2.146212,3.99E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.22E+10
4%,matching,0.6208273,0.78783387,0.6035647,0.996218,0.34722522,0.6767142,2.2260947,5.59E+10
4%,matching,0.6181634,0.8271922,0.60388356,0.99587554,0.39118534,0.6978232,2.146212,4.02E+10
4%,matching,0.5347399,0.68428665,0.5877791,0.9966454,0.2915433,0.6082556,2.2309036,1.53E+11
4%,matching,0.64102465,0.80347514,0.6106589,0.99626344,0.3617677,0.68405,2.2260947,5.77E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.24E+10
4%,matching,0.55864286,0.7367293,0.56050473,0.9958142,0.28382686,0.64110833,2.146212,4.04E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.06E+10
4%,matching,0.55864286,0.7367293,0.56050473,0.9958142,0.28382686,0.64110833,2.146212,4.09E+10
4%,matching,0.5980415,0.7824939,0.5905473,0.99582195,0.3447132,0.6830833,2.2081347,2.23E+10
4%,matching,0.6218146,0.78726393,0.58392274,0.9959437,0.33497992,0.66658133,2.2260947,5.67E+10
4%,matching,0.5639145,0.7399316,0.56773823,0.9959113,0.28908622,0.6449946,2.146212,4.77E+10
4%,matching,0.52091724,0.6740819,0.57567984,0.99653643,0.29762587,0.5981303,2.2309036,1.53E+11
4%,matching,0.64102465,0.80347514,0.6106585,0.99626344,0.36176705,0.68404996,2.2260947,5.83E+10
