Constraints(%),algorithm,NMI,RI,cost,runtime
6%,greedy,0.025410814,0.6711796,433.71072,5.23E+09
6%,greedy,0.03693235,0.50813454,266.2893,2.83E+09
6%,greedy,0.06762163,0.6561573,326.9526,5.24E+09
6%,greedy,0.11578263,0.6558883,312.77628,5.21E+09
6%,greedy,0.023114903,0.6749053,407.45798,2.86E+09
6%,greedy,0.001334345,0.50765866,328.9103,5.26E+09
6%,greedy,0.5400283,0.813017,312.77628,5.23E+09
6%,greedy,0.01717887,0.5080753,312.77628,5.21E+09
6%,greedy,0.11729686,0.70632297,382.47354,5.22E+09
6%,greedy,0.032096636,0.5913366,312.77628,5.21E+09
6%,greedy,0.010735299,0.5106922,393.39294,5.22E+09
6%,greedy,0.16721602,0.67571235,312.77628,5.22E+09
6%,greedy,0.007723953,0.5062968,349.31076,5.24E+09
6%,greedy,0.038546544,0.5296478,312.77628,5.22E+09
6%,greedy,0.013279275,0.55821466,320.9439,2.84E+09
6%,greedy,0.66684794,0.88298386,312.77628,5.23E+09
6%,greedy,0.14927353,0.66744196,312.77628,5.25E+09
6%,greedy,0.41030777,0.71598035,312.77628,5.24E+09
6%,greedy,0.029276054,0.5108479,312.77628,5.22E+09
6%,greedy,0.047716845,0.50446427,261.07852,2.83E+09
6%,greedy,0.10580725,0.6530757,312.77628,5.18E+09
6%,greedy,0.30032238,0.6526019,312.77628,5.18E+09
6%,greedy,0.45304728,0.8211213,261.07852,2.81E+09
6%,greedy,0.003724797,0.50871944,352.796,5.17E+09
6%,greedy,0.11578263,0.6558883,312.77628,5.22E+09
6%,greedy,0.025682619,0.5092722,276.45615,2.83E+09
6%,greedy,0.023800904,0.5026965,261.07852,2.80E+09
6%,greedy,0.46459773,0.8330089,312.77628,4.81E+09
6%,greedy,0.10309726,0.647585,312.77628,5.21E+09
6%,greedy,0.023617627,0.50817937,274.2918,2.84E+09
6%,greedy,0.049887456,0.67668617,412.25235,5.18E+09
6%,greedy,0.025329674,0.5108227,422.8404,5.18E+09
6%,greedy,0.007944072,0.50786716,358.86905,5.18E+09
6%,greedy,0.04423315,0.63617074,316.22302,4.28E+08
6%,greedy,0.05330857,0.5080546,261.07852,2.80E+09
6%,greedy,0.1620132,0.5698442,261.07852,2.81E+09
6%,greedy,0.01331858,0.50060165,324.13577,5.15E+09
6%,greedy,0.13744,0.66153,312.77628,5.29E+09
6%,greedy,0.008410221,0.50642943,349.81995,5.21E+09
6%,greedy,0.029059809,0.50319356,312.77628,5.44E+09
6%,greedy,0.60853904,0.8609462,326.25604,1.79E+09
6%,greedy,0.035937667,0.50296926,338.27948,1.79E+09
6%,greedy,0.06453044,0.5033862,326.25604,1.78E+09
6%,greedy,0.017595982,0.50496835,326.25604,1.78E+09
6%,greedy,0.0221885,0.50061876,326.9526,1.78E+09
6%,greedy,0.016628042,0.50506896,326.25604,1.79E+09
6%,greedy,0.01963692,0.5022332,326.25604,1.78E+09
6%,greedy,0.021736749,0.5004173,326.25604,1.79E+09
6%,greedy,0.037748475,0.5303234,365.74036,1.78E+09
6%,greedy,0.018582111,0.5014661,326.25604,1.79E+09
6%,greedy,0.07373453,0.50230753,326.25604,1.79E+09
6%,greedy,0.048115697,0.5020333,326.25604,1.79E+09
6%,greedy,0.019477228,0.50143707,326.25604,1.77E+09
6%,greedy,0.019049719,0.502186,326.25604,1.79E+09
6%,greedy,0.024127081,0.5041217,326.25604,1.80E+09
6%,greedy,0.010576619,0.5833465,418.7756,1.79E+09
6%,greedy,0.040195797,0.5277379,351.8011,1.78E+09
6%,greedy,0.021559134,0.6739557,339.26685,1.79E+09
6%,greedy,0.035362545,0.5341792,371.82254,1.79E+09
6%,greedy,0.06780992,0.5009884,326.25604,1.63E+09
6%,greedy,0.039622635,0.5126846,359.91525,1.77E+09
6%,greedy,0.044562116,0.521244,338.55722,1.80E+09
6%,greedy,0.02174642,0.5003216,326.25604,1.79E+09
6%,greedy,0.15083043,0.5118122,326.25604,1.78E+09
6%,greedy,0.04023255,0.5276918,349.0143,1.77E+09
6%,greedy,0.04138897,0.50263095,326.25604,1.79E+09
6%,greedy,0.029446205,0.5064377,326.25604,1.78E+09
6%,greedy,0.18165876,0.5312509,326.25604,1.78E+09
6%,greedy,0.040195797,0.5277379,351.8011,1.78E+09
6%,greedy,0.06497318,0.5042389,326.25604,1.79E+09
6%,greedy,0.05840572,0.5037644,326.25604,1.77E+09
6%,greedy,0.019477228,0.50143707,326.25604,1.78E+09
6%,greedy,0.02712778,0.50470585,326.25604,1.77E+09
6%,greedy,0.019477228,0.50143707,326.25604,1.78E+09
6%,greedy,0.13987312,0.50632614,326.25604,1.78E+09
6%,greedy,0.035204273,0.50411355,348.4853,1.76E+09
6%,greedy,0.023838064,0.5052355,326.25604,1.77E+09
6%,greedy,0.0924633,0.5030759,326.25604,1.79E+09
6%,greedy,0.21089269,0.55533266,326.25604,1.78E+09
6%,greedy,0.02174642,0.5003216,326.25604,1.76E+09
6%,greedy,0.37593552,0.807962,336.27072,4.95E+09
6%,greedy,0.418829,0.8159686,312.1298,4.97E+09
6%,greedy,0.02243787,0.5099592,345.57056,5.23E+09
6%,greedy,0.18304503,0.5510556,259.25085,4.96E+09
6%,greedy,0.011639383,0.5092145,306.6105,4.96E+09
6%,greedy,0.049870327,0.51673025,441.09637,4.98E+09
6%,greedy,0.001304563,0.51048905,277.40585,4.99E+09
6%,greedy,0.001105169,0.52168876,287.51697,4.96E+09
6%,greedy,0.01299733,0.50638133,279.60864,5.01E+09
6%,greedy,0.05021765,0.5163193,438.79153,4.97E+09
6%,greedy,0.04134743,0.5100284,371.5952,4.95E+09
6%,greedy,0.18833736,0.55579793,259.25085,4.99E+09
6%,greedy,0.010673304,0.5035887,259.25085,4.99E+09
6%,greedy,0.08931834,0.50114375,274.4977,5.03E+09
6%,greedy,3.47E-04,0.5134739,283.1572,5.00E+09
6%,greedy,0.19292352,0.55792814,270.22397,5.00E+09
6%,greedy,0.012220629,0.5110739,333.1276,5.00E+09
6%,greedy,0.025606032,0.58083,313.65268,5.02E+09
6%,greedy,0.11462827,0.5038793,275.40878,4.99E+09
6%,greedy,0.001105169,0.52168876,287.51697,5.00E+09
6%,greedy,0.20606321,0.57006097,269.69983,4.99E+09
6%,greedy,0.049452823,0.50097144,274.4704,5.02E+09
6%,greedy,5.33E-05,0.5151581,284.87366,4.99E+09
6%,greedy,0.59818035,0.8791507,286.76645,4.99E+09
6%,greedy,0.004927076,0.5086237,279.27942,5.00E+09
6%,greedy,0.29582712,0.7720469,349.38803,5.03E+09
6%,greedy,0.010283818,0.53178775,286.93903,5.00E+09
6%,greedy,0.60924774,0.8819703,283.0371,5.00E+09
6%,greedy,0.013764296,0.5055371,277.71927,4.97E+09
6%,greedy,0.012548941,0.5046616,259.25085,4.97E+09
6%,greedy,0.032740265,0.6166675,382.66696,4.25E+08
6%,greedy,0.05270266,0.6182696,323.50272,4.97E+09
6%,greedy,0.009521938,0.6597213,382.66696,4.96E+09
6%,greedy,0.025868904,0.51034063,354.48132,4.94E+09
6%,greedy,0.31904998,0.78339016,351.73853,4.94E+09
6%,greedy,0.049452823,0.50097144,274.4704,4.96E+09
6%,greedy,0.098400705,0.51779014,262.62903,4.94E+09
6%,greedy,0.024020357,0.51213557,366.54877,4.94E+09
6%,greedy,0.007859328,0.50680405,259.25085,4.98E+09
6%,greedy,0.030191667,0.50132376,367.10217,4.33E+08
6%,greedy,0.06211083,0.51038295,389.00128,3.15E+09
6%,greedy,0.058248926,0.50989366,383.02612,3.15E+09
6%,greedy,0.002324411,0.5046719,256.84625,3.15E+09
6%,greedy,0.04401503,0.5449858,320.9003,3.15E+09
6%,greedy,0.022619702,0.50686413,277.85248,3.15E+09
6%,greedy,0.0585938,0.5087799,367.63705,3.15E+09
6%,greedy,0.410944,0.8132043,310.208,3.15E+09
6%,greedy,0.059288718,0.5086634,366.64288,3.15E+09
6%,greedy,0.06031812,0.50818986,361.89777,3.16E+09
6%,greedy,0.05451337,0.51976985,440.52127,3.17E+09
6%,greedy,0.015470285,0.50413877,276.096,3.19E+09
6%,greedy,0.050549056,0.506963,257.39853,3.19E+09
6%,greedy,0.04401503,0.5449858,320.9003,3.19E+09
6%,greedy,0.02997142,0.5131688,288.48224,3.19E+09
6%,greedy,0.061778467,0.5092867,377.21213,3.19E+09
6%,greedy,0.026161538,0.5055517,281.2152,3.18E+09
6%,greedy,0.06271535,0.5126924,382.0759,3.19E+09
6%,greedy,0.49776623,0.8346093,281.78537,3.21E+09
6%,greedy,0.19282946,0.67923266,335.1134,3.19E+09
6%,greedy,0.021867445,0.50285894,264.43524,3.19E+09
6%,greedy,0.022920126,0.50676596,277.09384,3.19E+09
6%,greedy,0.061340347,0.51017344,387.10333,3.16E+09
6%,greedy,0.049799953,0.54871243,321.16974,3.16E+09
6%,greedy,0.02289307,0.510275,334.86417,3.17E+09
6%,greedy,0.34653053,0.7545717,295.79385,3.17E+09
6%,greedy,0.09022264,0.5005822,263.87308,3.16E+09
6%,greedy,0.004483389,0.6386351,256.84625,3.17E+09
6%,greedy,0.52447075,0.838372,270.80252,3.16E+09
6%,greedy,0.022939226,0.508399,282.2375,3.15E+09
6%,greedy,0.026197236,0.5093871,283.00177,3.16E+09
6%,greedy,0.024133908,0.5053269,270.91327,3.16E+09
6%,greedy,0.4854815,0.83173126,287.28036,2.88E+09
6%,greedy,0.59625864,0.8468029,256.84625,3.15E+09
6%,greedy,0.04964448,0.55007714,322.8947,3.18E+09
6%,greedy,0.017904796,0.51295644,353.33838,3.17E+09
6%,greedy,0.03704347,0.5064507,263.70248,3.15E+09
6%,greedy,0.03644597,0.51842225,431.28296,5.48E+08
6%,greedy,0.22994396,0.6947821,322.26233,3.18E+09
6%,greedy,0.05654917,0.5176396,433.0404,3.17E+09
6%,greedy,0.03704347,0.5064507,263.70248,3.17E+09
6%,greedy,0.008864444,0.6632929,436.53867,6.29E+09
6%,greedy,0.40466616,0.82199836,264.0322,6.18E+09
6%,greedy,0.03067417,0.5036729,264.0322,4.70E+08
6%,greedy,0.033761524,0.5131701,264.0322,6.19E+09
6%,greedy,0.09418443,0.5043829,369.39005,5.06E+08
6%,greedy,0.18590216,0.653695,299.30252,6.17E+09
6%,greedy,0.03108406,0.50599635,264.0322,6.18E+09
6%,greedy,0.03326011,0.50296175,264.0322,6.19E+09
6%,greedy,0.03228832,0.51303667,322.62982,6.18E+09
6%,greedy,0.029328628,0.5031087,264.0322,6.20E+09
6%,greedy,0.1534773,0.69885796,404.34763,3.44E+09
6%,greedy,0.058857676,0.67869556,352.75772,6.18E+09
6%,greedy,0.028415978,0.50340235,264.0322,6.17E+09
6%,greedy,0.022325972,0.50031316,264.0322,6.17E+09
6%,greedy,0.027884917,0.5004379,264.0322,6.19E+09
6%,greedy,0.027872356,0.5008688,264.0322,6.15E+09
6%,greedy,0.14894046,0.6363071,313.52512,6.20E+09
6%,greedy,0.030175589,0.5034524,264.0322,6.19E+09
6%,greedy,0.031147765,0.51019675,264.0322,6.18E+09
6%,greedy,0.034183446,0.50205886,264.0322,6.20E+09
6%,greedy,0.033116627,0.50241125,264.0322,6.18E+09
6%,greedy,0.019949568,0.502332,276.63333,6.18E+09
6%,greedy,0.03387935,0.5028856,264.0322,6.20E+09
6%,greedy,0.014100721,0.66880023,436.53867,5.93E+09
6%,greedy,0.032003764,0.5101223,264.0322,6.23E+09
6%,greedy,0.1028282,0.5039872,363.05786,6.24E+09
6%,greedy,0.21545957,0.68423164,306.76865,6.27E+09
6%,greedy,0.1016789,0.5049594,363.14597,6.26E+09
6%,greedy,0.09595312,0.5067508,390.46896,4.80E+08
6%,greedy,0.019118214,0.50028807,264.0322,6.26E+09
6%,greedy,0.030796053,0.5038056,264.0322,6.26E+09
6%,greedy,0.032825314,0.5382522,438.22482,6.25E+09
6%,greedy,0.04401443,0.5002223,264.0322,6.24E+09
6%,greedy,0.029482892,0.50300395,264.0322,4.75E+08
6%,greedy,0.031080242,0.50126433,264.0322,6.23E+09
6%,greedy,0.09219102,0.5106922,346.63382,3.22E+09
6%,greedy,0.012690111,0.6675176,436.53867,6.35E+09
6%,greedy,0.045884937,0.5077458,365.29578,6.25E+09
6%,greedy,0.35571525,0.6986676,282.00354,6.27E+09
6%,greedy,0.030587675,0.5048302,264.0322,6.18E+09
6%,greedy,0.10458435,0.6416683,314.13852,3.30E+09
6%,greedy,0.3284141,0.78285587,347.36868,3.29E+09
6%,greedy,0.03293773,0.51066476,389.82687,3.32E+09
6%,greedy,0.065720014,0.5161091,277.85248,3.33E+09
6%,greedy,0.051217187,0.51327235,441.09637,3.33E+09
6%,greedy,0.10366029,0.649471,326.9526,3.31E+09
6%,greedy,0.011995182,0.5113268,360.29572,3.30E+09
6%,greedy,0.020553118,0.53320885,277.85248,3.30E+09
6%,greedy,0.020529775,0.5112189,376.66165,3.34E+09
6%,greedy,0.07557976,0.50230527,309.87256,3.33E+09
6%,greedy,2.39E-04,0.65427023,277.85248,3.32E+09
6%,greedy,0.007797769,0.5951783,441.67294,3.30E+09
6%,greedy,0.00602164,0.500258,277.85248,3.29E+09
6%,greedy,0.004332386,0.5073339,277.85248,3.32E+09
6%,greedy,0.022289367,0.5057329,357.49966,1.65E+09
6%,greedy,0.6231537,0.8585371,277.85248,3.30E+09
6%,greedy,0.24354127,0.632163,277.85248,3.31E+09
6%,greedy,0.08149493,0.5904284,292.8259,3.32E+09
6%,greedy,0.010572312,0.5085873,277.85248,3.32E+09
6%,greedy,0.60343665,0.8645819,277.85248,3.24E+09
6%,greedy,0.103048705,0.5521832,277.85248,3.30E+09
6%,greedy,0.009975418,0.5002348,277.85248,3.29E+09
6%,greedy,0.00109849,0.5095285,277.85248,3.29E+09
6%,greedy,0.13934265,0.66052496,320.34512,3.32E+09
6%,greedy,0.0904157,0.6018872,296.73557,3.32E+09
6%,greedy,0.004649214,0.503204,277.85248,3.32E+09
6%,greedy,0.018321825,0.51101446,277.85248,3.30E+09
6%,greedy,0.3223586,0.7809011,351.71152,3.30E+09
6%,greedy,0.3837286,0.8035901,277.85248,3.33E+09
6%,greedy,0.14746828,0.5093994,277.85248,3.32E+09
6%,greedy,0.34386805,0.6717579,277.85248,3.32E+09
6%,greedy,0.10254339,0.69975454,430.7273,3.31E+09
6%,greedy,0.072870076,0.5813361,291.2765,3.30E+09
6%,greedy,0.0953944,0.5743939,284.55054,3.31E+09
6%,greedy,0.07030994,0.57348686,288.30713,3.34E+09
6%,greedy,0.09676605,0.5886669,290.65787,3.32E+09
6%,greedy,0.094179235,0.644673,326.56546,3.32E+09
6%,greedy,0.07997848,0.5654026,281.90424,3.29E+09
6%,greedy,0.00405697,0.5066262,277.85248,3.30E+09
6%,greedy,0.07750638,0.58193296,291.10822,3.35E+09
6%,greedy,0.08361784,0.51577824,354.3487,2.92E+09
6%,greedy,0.024134042,0.5023566,354.3487,2.92E+09
6%,greedy,0.087749675,0.50247806,354.3487,2.92E+09
6%,greedy,0.12016861,0.50022095,354.3487,2.93E+09
6%,greedy,0.023779327,0.5023476,354.3487,2.94E+09
6%,greedy,0.035385523,0.50301915,354.3487,2.90E+09
6%,greedy,0.05255154,0.50224197,354.3487,2.91E+09
6%,greedy,0.28957507,0.67170525,354.3487,2.91E+09
6%,greedy,0.068470865,0.50281894,354.3487,2.92E+09
6%,greedy,0.029290242,0.54494417,366.11746,2.95E+09
6%,greedy,0.11241066,0.5014048,354.3487,2.92E+09
6%,greedy,0.12317709,0.5782261,354.3487,2.92E+09
6%,greedy,0.020876873,0.5003612,354.3487,2.93E+09
6%,greedy,0.013737253,0.54105115,362.91183,2.93E+09
6%,greedy,0.058897704,0.50267434,354.3487,2.95E+09
6%,greedy,0.114074044,0.50106204,354.3487,2.95E+09
6%,greedy,0.05250645,0.50468606,354.3487,2.93E+09
6%,greedy,0.024258886,0.5024924,354.3487,2.92E+09
6%,greedy,0.030537933,0.50306183,354.3487,2.92E+09
6%,greedy,0.11625457,0.50031936,354.3487,2.95E+09
6%,greedy,0.060376316,0.50295734,354.3487,2.94E+09
6%,greedy,0.22231486,0.5389939,354.3487,2.92E+09
6%,greedy,0.049253713,0.50252306,354.3487,2.92E+09
6%,greedy,0.009835752,0.5870351,398.91605,2.93E+09
6%,greedy,0.021329029,0.5003101,354.3487,2.93E+09
6%,greedy,0.05198401,0.5040472,354.3487,2.95E+09
6%,greedy,0.0248801,0.5527225,371.82254,2.96E+09
6%,greedy,0.08825052,0.50235826,354.3487,2.92E+09
6%,greedy,0.009555957,0.58784056,398.99124,2.92E+09
6%,greedy,0.09353744,0.50421786,354.3487,2.92E+09
6%,greedy,0.003764139,0.6034776,380.40768,2.96E+09
6%,greedy,0.010352809,0.58557034,396.1477,2.96E+09
6%,greedy,0.04361645,0.51038766,383.4136,2.92E+09
6%,greedy,0.025454171,0.5516651,364.04395,2.93E+09
6%,greedy,0.02590929,0.5001456,354.3487,2.93E+09
6%,greedy,0.051312335,0.5449466,439.36887,2.94E+09
6%,greedy,0.07343941,0.5131754,354.3487,2.94E+09
6%,greedy,0.001701863,0.61363995,398.4269,2.94E+09
6%,greedy,0.24591401,0.71901625,354.3487,2.57E+09
6%,greedy,0.052433107,0.5018432,354.3487,2.93E+09
6%,greedy,0.34707266,0.79246306,269.6238,4.30E+09
6%,greedy,0.25882873,0.75690055,269.6238,4.41E+09
6%,greedy,0.22924031,0.7040174,269.6238,4.30E+09
6%,greedy,0.04182063,0.5177994,276.7544,4.28E+09
6%,greedy,0.07268059,0.5044443,422.27124,4.80E+09
6%,greedy,0.07388112,0.5777683,318.06918,4.30E+09
6%,greedy,0.039390296,0.6811533,283.94894,4.30E+09
6%,greedy,0.03960992,0.50405234,364.265,4.84E+09
6%,greedy,0.04737093,0.53109604,286.5903,4.29E+09
6%,greedy,0.003069192,0.5130262,285.32086,4.82E+09
6%,greedy,0.035399288,0.50457686,387.19632,4.82E+09
6%,greedy,0.043633707,0.5177532,276.11954,4.30E+09
6%,greedy,0.48075664,0.79181427,269.6238,4.31E+09
6%,greedy,0.053508844,0.5075781,269.6238,4.30E+09
6%,greedy,0.006992444,0.5038077,323.53824,4.83E+09
6%,greedy,0.04445174,0.52243626,278.46365,4.31E+09
6%,greedy,0.020718614,0.50460815,365.90982,4.87E+09
6%,greedy,4.77E-08,0.5085638,298.9214,4.83E+09
6%,greedy,0.18952551,0.57736975,269.6238,4.31E+09
6%,greedy,0.0462852,0.504452,397.8065,4.83E+09
6%,greedy,0.07465096,0.57523686,316.22302,4.31E+09
6%,greedy,0.048259534,0.5084382,270.22397,4.31E+09
6%,greedy,0.006167275,0.5035158,318.7005,4.86E+09
6%,greedy,0.209979,0.585675,269.6238,4.32E+09
6%,greedy,0.20269124,0.5526854,269.6238,4.32E+09
6%,greedy,0.007662059,0.50405383,330.18478,4.86E+09
6%,greedy,0.18574978,0.6521469,269.6238,4.30E+09
6%,greedy,0.37111586,0.7925817,269.6238,4.32E+09
6%,greedy,0.047217086,0.523583,279.39578,4.32E+09
6%,greedy,0.017218351,0.50313765,336.17407,4.87E+09
6%,greedy,0.004325041,0.57956177,269.6238,4.32E+09
6%,greedy,0.056934405,0.5428262,296.9192,4.31E+09
6%,greedy,0.035764772,0.5117621,275.99457,4.32E+09
6%,greedy,0.07536608,0.58124727,319.7921,4.34E+09
6%,greedy,0.52892864,0.843034,269.6238,4.32E+09
6%,greedy,0.04667035,0.5083167,270.66953,4.31E+09
6%,greedy,0.04854966,0.50872266,269.9889,4.32E+09
6%,greedy,0.087776564,0.6025182,287.9045,4.32E+09
6%,greedy,0.0698277,0.50443196,419.3781,4.84E+09
6%,greedy,0.022412721,0.50034875,283.62122,4.87E+09
6%,greedy,0.5070079,0.7874414,299.4445,4.85E+09
6%,greedy,0.2616427,0.5721414,299.4445,4.84E+09
6%,greedy,0.60390073,0.84700686,299.4445,4.90E+09
6%,greedy,0.022521254,0.55267483,375.3878,4.84E+09
6%,greedy,0.030864757,0.52309275,360.4414,4.86E+09
6%,greedy,0.44134566,0.7294989,299.4445,4.85E+09
6%,greedy,0.06836553,0.50047493,299.4445,4.84E+09
6%,greedy,0.015157112,0.56844205,433.015,4.88E+09
6%,greedy,0.029963708,0.5063482,333.74542,4.86E+09
6%,greedy,0.06025793,0.50181997,299.4445,4.85E+09
6%,greedy,0.01816004,0.50108206,299.4445,4.84E+09
6%,greedy,0.041345645,0.50130576,299.4445,4.84E+09
6%,greedy,0.031129496,0.5001175,299.4445,4.88E+09
6%,greedy,0.045179978,0.52010065,347.6665,4.85E+09
6%,greedy,0.04031614,0.52523273,439.36887,5.11E+08
6%,greedy,0.028588817,0.5002869,299.4445,4.86E+09
6%,greedy,0.0260764,0.50008136,299.4445,4.84E+09
6%,greedy,0.23056203,0.6250852,299.4445,4.84E+09
6%,greedy,0.16820012,0.6692842,299.4445,4.83E+09
6%,greedy,0.050406,0.51305646,251.94048,5.17E+08
6%,greedy,0.06000143,0.50066745,299.4445,4.82E+09
6%,greedy,0.22341536,0.54025525,299.4445,4.82E+09
6%,greedy,0.07445735,0.52527493,325.5288,4.83E+09
6%,greedy,0.029965995,0.5060717,332.0196,4.83E+09
6%,greedy,0.036099654,0.5004585,299.4445,4.85E+09
6%,greedy,0.054381248,0.5023103,299.4445,4.82E+09
6%,greedy,0.02727928,0.5005656,299.4445,4.82E+09
6%,greedy,0.02651949,0.500007,299.4445,4.82E+09
6%,greedy,0.0327886,0.50123376,299.4445,4.85E+09
6%,greedy,0.002446266,0.5171207,317.94653,4.86E+08
6%,greedy,0.03164226,0.5048938,320.5542,4.83E+09
6%,greedy,0.10952452,0.51760894,299.4445,4.86E+09
6%,greedy,0.09746287,0.64875346,325.223,4.84E+09
6%,greedy,0.002181978,0.5180373,321.51517,4.78E+08
6%,greedy,0.17684177,0.5107675,299.4445,4.84E+09
6%,greedy,0.61717486,0.85500735,299.4445,4.85E+09
6%,greedy,0.028146252,0.5006508,299.4445,4.88E+09
6%,greedy,0.09994658,0.50734574,299.4445,4.83E+09
6%,greedy,0.66258603,0.8807016,299.4445,4.83E+09
6%,greedy,0.09907079,0.50006163,299.4445,4.80E+09
6%,greedy,0.011528549,0.5139497,360.82266,4.97E+09
6%,greedy,0.1273737,0.6608859,274.05655,6.48E+08
6%,greedy,0.11159117,0.5187527,274.05655,4.96E+09
6%,greedy,0.007764969,0.5162927,334.0554,4.96E+09
6%,greedy,0.36429963,0.79981166,351.8423,4.97E+09
6%,greedy,0.00462172,0.5079215,274.05655,4.99E+09
6%,greedy,0.05510149,0.55271983,282.86215,4.96E+09
6%,greedy,0.007394876,0.51498383,324.6629,4.96E+09
6%,greedy,0.005369566,0.51329494,311.79962,4.99E+09
6%,greedy,0.0640804,0.5552784,283.1572,8.77E+08
6%,greedy,0.039538775,0.5338938,276.8339,4.96E+09
6%,greedy,0.009468442,0.5133843,317.9654,4.97E+09
6%,greedy,8.25E-06,0.5306337,317.25226,4.99E+09
6%,greedy,0.35776272,0.7954982,343.14136,4.96E+09
6%,greedy,0.3096991,0.77771086,357.68283,4.96E+09
6%,greedy,0.003538183,0.50735664,274.05655,4.98E+09
6%,greedy,0.030667521,0.6783981,382.33362,4.99E+09
6%,greedy,0.12702033,0.5770234,274.05655,4.98E+09
6%,greedy,0.001804054,0.50001323,274.05655,6.23E+08
6%,greedy,0.0551637,0.544087,278.30557,5.02E+09
6%,greedy,0.005226608,0.5176227,332.12198,6.23E+08
6%,greedy,0.015314348,0.5135195,366.10654,4.99E+09
6%,greedy,0.116764516,0.64386195,317.94653,4.99E+09
6%,greedy,0.009150178,0.5003109,274.05655,5.01E+09
6%,greedy,0.15653996,0.56362027,274.05655,4.99E+09
6%,greedy,0.01362815,0.5002924,274.05655,4.99E+09
6%,greedy,0.41718978,0.81386995,323.57687,4.99E+09
6%,greedy,0.13558216,0.5085681,274.05655,5.01E+09
6%,greedy,0.012663139,0.5251192,274.05655,4.99E+09
6%,greedy,0.006515976,0.5116484,291.93494,4.99E+09
6%,greedy,0.00785887,0.50008255,274.05655,4.99E+09
6%,greedy,0.11038235,0.65071857,328.67764,5.03E+09
6%,greedy,0.005401349,0.5000601,274.05655,4.99E+09
6%,greedy,0.38858294,0.8064842,338.55872,4.99E+09
6%,greedy,0.4845805,0.8398574,274.05655,4.99E+09
6%,greedy,0.38238487,0.8113274,274.05655,5.00E+09
6%,greedy,0.10231868,0.70056015,441.67294,4.96E+09
6%,greedy,0.008641651,0.51499087,327.25525,4.99E+09
6%,greedy,0.05744312,0.50607073,333.21616,4.96E+09
6%,greedy,0.030648343,0.5130314,386.47382,4.99E+09
6%,greedy,0.025614465,0.5016851,364.06866,1.80E+09
6%,greedy,0.12563841,0.50131416,364.06866,1.82E+09
6%,greedy,0.047805175,0.50226885,364.06866,1.84E+09
6%,greedy,0.033815544,0.50285214,364.06866,1.83E+09
6%,greedy,0.058334798,0.500071,364.06866,1.79E+09
6%,greedy,0.048233457,0.5004462,364.06866,1.82E+09
6%,greedy,0.07982243,0.50632894,377.10608,1.73E+09
6%,greedy,0.11320737,0.5020725,364.06866,1.82E+09
6%,greedy,0.10753744,0.5018047,364.06866,1.79E+09
6%,greedy,0.111962065,0.5013095,364.06866,8.70E+08
6%,greedy,0.041238427,0.50239545,364.06866,1.82E+09
6%,greedy,0.3998893,0.81077385,382.66696,1.83E+09
6%,greedy,0.074566156,0.5016254,364.06866,1.82E+09
6%,greedy,0.031703983,0.50231975,364.06866,1.81E+09
6%,greedy,0.12143514,0.5033541,364.06866,1.83E+09
6%,greedy,0.11559505,0.502026,364.06866,1.82E+09
6%,greedy,0.022152288,0.5004956,364.06866,1.83E+09
6%,greedy,0.10411991,0.50136316,364.06866,1.83E+09
6%,greedy,0.110421084,0.5082118,364.06866,1.81E+09
6%,greedy,0.025340138,0.516052,438.23624,1.84E+09
6%,greedy,0.10364702,0.5124208,364.06866,1.82E+09
6%,greedy,0.02759519,0.5006099,364.06866,1.83E+09
6%,greedy,0.081457354,0.5014599,364.06866,1.83E+09
6%,greedy,0.05786999,0.50174487,364.06866,1.82E+09
6%,greedy,0.05686054,0.50247747,364.06866,1.83E+09
6%,greedy,0.04368559,0.50131875,364.06866,1.83E+09
6%,greedy,0.043728866,0.5036171,364.06866,1.83E+09
6%,greedy,0.017721599,0.50046146,381.05118,9.10E+08
6%,greedy,0.05344585,0.50247115,364.06866,1.80E+09
6%,greedy,0.012972713,0.5001039,376.38412,1.83E+09
6%,greedy,0.026151923,0.5015944,364.06866,1.83E+09
6%,greedy,0.34702718,0.65814763,364.06866,1.83E+09
6%,greedy,0.12148181,0.50333804,364.06866,1.82E+09
6%,greedy,0.10239325,0.50162125,364.06866,9.05E+08
6%,greedy,0.046753474,0.5415719,401.86566,1.81E+09
6%,greedy,0.13835327,0.5000762,364.06866,1.82E+09
6%,greedy,0.13921034,0.5000393,364.06866,1.82E+09
6%,greedy,0.114199795,0.50596064,364.06866,1.83E+09
6%,greedy,0.02599527,0.51737535,440.52127,1.82E+09
6%,greedy,0.11974098,0.50265646,364.06866,1.82E+09
6%,greedy,0.5578538,0.8603501,320.5542,5.37E+09
6%,greedy,8.78E-04,0.51546806,320.5542,5.36E+09
6%,greedy,0.5969786,0.8688384,320.5542,5.40E+09
6%,greedy,0.10523931,0.6984258,332.63193,5.40E+09
6%,greedy,0.001833715,0.6316432,323.73447,5.33E+09
6%,greedy,0.00629727,0.5097461,368.9187,5.32E+09
6%,greedy,0.056993227,0.6089655,320.5542,5.32E+09
6%,greedy,0.056783944,0.60668397,320.5542,5.32E+09
6%,greedy,0.5979718,0.8718658,320.5542,5.33E+09
6%,greedy,9.17E-04,0.5037157,320.5542,5.32E+09
6%,greedy,3.47E-04,0.5274254,324.6013,5.33E+09
