Constraints(%),algorithm,NMI,RI,cost,runtime
0%,this work,0.014450408,0.121796586,6.164414,5.79E+07
0%,this work,0.01619998,0.12322452,6.4031243,5.99E+07
0%,this work,0.014436521,0.12178972,6.0827627,5.88E+07
0%,this work,0.014443452,0.12179316,6.4031243,4.05E+07
0%,this work,0.016213795,0.12323139,6.244998,3.86E+07
0%,this work,0.014443452,0.12179316,6.0827627,3.85E+07
0%,this work,0.014436563,0.12178972,6.3245554,6.11E+07
0%,this work,0.014436563,0.12178972,6.0827627,3.83E+07
0%,this work,0.016213795,0.12323139,6.244998,3.88E+07
0%,this work,0.014436521,0.12178972,6.0827627,5.82E+07
0%,this work,0.016821418,0.124654174,6.78233,5.01E+07
0%,this work,0.014436521,0.12178972,6.164414,5.08E+07
0%,this work,0.016213795,0.12323139,6.164414,3.95E+07
0%,this work,0.016213795,0.12323139,6.244998,3.86E+07
0%,this work,0.014436563,0.12178972,6,4.30E+07
0%,this work,0.014450408,0.121796586,6.244998,6.03E+07
2%,greedy,0.03837046,0.15160985,7.8740077,5.14E+07
2%,greedy,0.040254094,0.15162015,7.8740077,3.23E+07
2%,greedy,0.03948583,0.15021454,7.8740077,4.12E+07
2%,greedy,0.03817828,0.15019394,7.745967,3.23E+07
2%,greedy,0.03948583,0.15021454,7.8740077,3.64E+07
2%,greedy,0.04022996,0.15160814,7.6811457,6.19E+07
2%,greedy,0.037195366,0.15158926,7.8740077,2.58E+07
2%,greedy,0.040254094,0.15162015,7.8740077,2.58E+07
2%,greedy,0.036420565,0.15018365,7.8740077,2.56E+07
2%,greedy,0.046884626,0.16145265,7.8740077,4.91E+07
2%,greedy,0.037510443,0.1501905,7.8740077,4.81E+07
2%,greedy,0.036058873,0.15017334,7.8740077,6.61E+07
2%,greedy,0.040254094,0.15162015,7.8740077,4.99E+07
2%,greedy,0.04014698,0.15021454,7.6811457,6.11E+07
2%,greedy,0.03948583,0.15021454,7.8740077,6.06E+07
2%,greedy,0.041236863,0.15022139,7.6811457,2.50E+07
2%,greedy,0.038239386,0.15300518,7.8740077,2.49E+07
2%,greedy,0.03610558,0.15019737,7.8740077,2.50E+07
2%,greedy,0.038282916,0.15159613,7.8740077,6.37E+07
2%,greedy,0.040254094,0.15162015,7.8740077,4.99E+07
2%,greedy,0.038282916,0.15159613,7.8740077,2.50E+07
2%,greedy,0.041236863,0.15022139,7.6811457,3.35E+07
2%,greedy,0.03751044,0.1501905,7.8740077,3.30E+07
2%,greedy,0.040193215,0.1516133,7.8740077,2.49E+07
2%,greedy,0.037228696,0.15160643,7.8740077,2.50E+07
2%,greedy,0.040193215,0.1516133,7.8740077,4.05E+07
2%,greedy,0.03817828,0.15019394,7.745967,2.50E+07
2%,greedy,0.04218756,0.1516253,7.6811457,2.50E+07
2%,greedy,0.03837046,0.15160985,7.8740077,2.49E+07
2%,greedy,0.040193215,0.1516133,7.8740077,2.50E+07
2%,greedy,0.03972888,0.15298973,7.6811457,2.50E+07
2%,greedy,0.041243546,0.15022483,7.745967,4.06E+07
2%,greedy,0.037591226,0.1502008,7.8740077,4.78E+07
2%,greedy,0.12887414,0.26491264,7.8740077,4.58E+07
2%,greedy,0.054636106,0.17532009,7.8740077,3.41E+07
2%,greedy,0.03759123,0.1502008,7.8740077,2.49E+07
2%,greedy,0.040193215,0.1516133,7.8740077,5.14E+07
2%,greedy,0.038239386,0.15300518,7.8740077,5.07E+07
2%,greedy,0.039677043,0.15020424,7.6811457,2.93E+07
2%,greedy,0.03759123,0.1502008,7.8740077,3.41E+07
2%,greedy,0.032390893,0.1473621,7.6811457,4.42E+07
2%,greedy,0.031302344,0.14735867,7.81025,2.58E+07
2%,greedy,0.033378188,0.14596677,7.6811457,2.57E+07
2%,greedy,0.032158285,0.14735867,7.6811457,3.47E+07
2%,greedy,0.050385688,0.16984004,7.6811457,4.32E+07
2%,greedy,0.030331673,0.14595647,7.81025,5.59E+07
2%,greedy,0.031176127,0.14594962,7.81025,3.92E+07
2%,greedy,0.03538514,0.14738785,7.81025,5.55E+07
2%,greedy,0.032377407,0.14735523,7.6811457,5.74E+07
2%,greedy,0.033378188,0.14596677,7.6811457,5.35E+07
2%,greedy,0.033378188,0.14596677,7.6811457,5.46E+07
2%,greedy,0.030311503,0.14594617,7.81025,4.08E+07
2%,greedy,0.032377407,0.14735523,7.6811457,2.46E+07
2%,greedy,0.033729468,0.14597021,7.81025,3.26E+07
2%,greedy,0.033253454,0.14736553,7.6811457,2.45E+07
2%,greedy,0.03477963,0.14738612,7.6811457,2.46E+07
2%,greedy,0.031209683,0.14596677,7.81025,2.46E+07
2%,greedy,0.03886525,0.15723234,7.6811457,3.26E+07
2%,greedy,0.035894796,0.14879861,7.81025,3.20E+07
2%,greedy,0.030311503,0.14594617,7.81025,2.46E+07
2%,greedy,0.049979437,0.1917705,7.6811457,3.30E+07
2%,greedy,0.030311503,0.14594617,7.81025,2.73E+07
2%,greedy,0.031176124,0.14594962,7.81025,3.26E+07
2%,greedy,0.03227373,0.14595647,7.6811457,2.50E+07
2%,greedy,0.032205395,0.14738269,7.81025,5.63E+07
2%,greedy,0.031302344,0.14735867,7.81025,5.79E+07
2%,greedy,0.03140923,0.14595304,7.81025,5.41E+07
2%,greedy,0.030311503,0.14594617,7.81025,2.46E+07
2%,greedy,0.033702035,0.14878145,7.6811457,2.46E+07
2%,greedy,0.031302344,0.14735867,7.81025,3.54E+07
2%,greedy,0.029234009,0.14594962,7.81025,2.47E+07
2%,greedy,0.031176127,0.14594962,7.81025,2.46E+07
2%,greedy,0.02964962,0.14876428,7.81025,3.26E+07
2%,greedy,0.031209685,0.14596677,7.6811457,2.46E+07
2%,greedy,0.03220539,0.14738269,7.81025,4.06E+07
2%,greedy,0.033378188,0.14596677,7.6811457,2.46E+07
2%,greedy,0.033378188,0.14596677,7.6811457,3.26E+07
2%,greedy,0.029234014,0.14594962,7.81025,2.47E+07
2%,greedy,0.03239089,0.1473621,7.6811457,2.46E+07
2%,greedy,0.03449051,0.14879861,7.81025,3.27E+07
2%,greedy,0.028015327,0.1445337,7.071068,2.46E+07
2%,greedy,0.02427579,0.14451653,7.071068,2.45E+07
2%,greedy,0.02990371,0.1445663,6.78233,3.26E+07
2%,greedy,0.028015327,0.1445337,7.071068,2.46E+07
2%,greedy,0.02981327,0.1445457,7.071068,3.29E+07
2%,greedy,0.026012043,0.14450623,7.071068,3.21E+07
2%,greedy,0.024937252,0.14450623,7.071068,2.50E+07
2%,greedy,0.024937252,0.14450623,7.071068,2.46E+07
2%,greedy,0.027816596,0.14452168,7.071068,2.46E+07
2%,greedy,0.026743064,0.14311434,7.071068,3.26E+07
2%,greedy,0.051607657,0.17136066,7.2111025,2.80E+07
2%,greedy,0.21985877,0.64570934,7.745967,2.75E+07
2%,greedy,0.023256073,0.14309031,7.071068,2.46E+07
2%,greedy,0.028015327,0.1445337,7.071068,3.31E+07
2%,greedy,0.026012043,0.14450623,7.071068,2.47E+07
2%,greedy,0.029110294,0.14453712,7.071068,2.46E+07
2%,greedy,0.03402119,0.150242,6.78233,2.46E+07
2%,greedy,0.027816596,0.14452168,7.071068,2.46E+07
2%,greedy,0.02428482,0.14309546,6.928203,2.46E+07
2%,greedy,0.022747237,0.14449936,7.071068,2.45E+07
2%,greedy,0.028622102,0.14451995,7.071068,2.45E+07
2%,greedy,0.02427579,0.14451653,7.071068,3.26E+07
2%,greedy,0.0275405,0.1445234,7.2111025,2.46E+07
2%,greedy,0.027527096,0.14451653,7.071068,2.46E+07
2%,greedy,0.028144684,0.14312978,7.071068,2.50E+07
2%,greedy,0.22269017,0.7088044,7.615773,2.85E+07
2%,greedy,0.22822416,0.66896474,7.745967,4.70E+07
2%,greedy,0.022572659,0.14309031,7.071068,2.46E+07
2%,greedy,0.024639837,0.14309889,6.928203,2.47E+07
2%,greedy,0.024255605,0.14450623,7.071068,2.46E+07
2%,greedy,0.028551351,0.14313836,7.071068,2.50E+07
2%,greedy,0.024255605,0.14450623,7.071068,2.47E+07
2%,greedy,0.024333676,0.14309031,7.071068,2.46E+07
2%,greedy,0.027836854,0.14453198,7.071068,2.56E+07
2%,greedy,0.031699333,0.1445766,6.928203,2.47E+07
2%,greedy,0.026218135,0.14311948,7.071068,2.47E+07
2%,greedy,0.026743064,0.14311434,7.071068,2.47E+07
2%,greedy,0.026743064,0.14311434,7.071068,2.46E+07
2%,greedy,0.028144684,0.14312978,7.071068,2.47E+07
2%,greedy,0.046264857,0.18906567,7.2111025,2.46E+07
2%,greedy,0.030916533,0.14875743,7.4161983,2.76E+07
2%,greedy,0.028041104,0.14872825,7.28011,2.47E+07
2%,greedy,0.03204167,0.14876257,7.071068,2.47E+07
2%,greedy,0.034953233,0.15019222,7.071068,3.37E+07
2%,greedy,0.03370192,0.1501682,7.4161983,2.47E+07
2%,greedy,0.03010499,0.14874884,7.4161983,2.48E+07
2%,greedy,0.031744,0.1501682,7.071068,3.38E+07
2%,greedy,0.029553158,0.14874198,7.071068,2.47E+07
2%,greedy,0.03330234,0.14877631,7.071068,2.51E+07
2%,greedy,0.033484098,0.1501682,7.4161983,2.47E+07
2%,greedy,0.03010499,0.14874884,7.4161983,2.47E+07
2%,greedy,0.033224903,0.1501682,7.071068,3.37E+07
2%,greedy,0.03643286,0.15440565,7.28011,2.51E+07
